Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,abusiveness,politeness,threat_level
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",0.9916715025901794,0.7854516506195068,0.033083364367485046
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",0.9916198253631592,0.8517494797706604,0.6840038299560547
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",0.9897200465202332,0.9053545594215393,0.12741878628730774
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,0.9917358756065369,0.8887444138526917,0.9803006052970886
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",0.9921201467514038,0.7727486491203308,0.8978370428085327
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,0.9916199445724487,0.9031391143798828,0.9837517738342285
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,0.99222731590271,0.890053391456604,0.9968137145042419
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,0.9921643733978271,0.9634417295455933,0.9939849972724915
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,0.992100179195404,0.9579153060913086,0.9613306522369385
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,0.9921022057533264,0.9379075765609741,0.9931081533432007
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,0.9922506213188171,0.9206269979476929,0.9909561276435852
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",0.9922415018081665,0.860144853591919,0.9110468626022339
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,0.9919946193695068,0.8740185499191284,0.9334323406219482
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",0.9912163019180298,0.9032706618309021,0.01639600098133087
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",0.9922162294387817,0.9090045094490051,0.9779840111732483
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",0.9921731948852539,0.8718896508216858,0.84617018699646
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",0.9919270277023315,0.9095120429992676,0.4338160753250122
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",0.9922703504562378,0.773809552192688,0.9947392344474792
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",0.9922388792037964,0.8875727653503418,0.9970291256904602
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",0.9921541810035706,0.8951156139373779,0.9442619681358337
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",0.992065966129303,0.955233097076416,0.9974732995033264
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",0.99212247133255,0.9743126630783081,0.9315080046653748
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",0.008436083793640137,0.7089637517929077,0.32042667269706726
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",0.9922772645950317,0.9539114832878113,0.9860309362411499
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",0.9922522902488708,0.9600960612297058,0.9878012537956238
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",0.008822500705718994,0.8697986602783203,0.0010920126223936677
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",0.008687078952789307,0.9268658757209778,0.037122488021850586
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",0.9921811819076538,0.8425610661506653,0.995663583278656
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",0.9922720193862915,0.9266530275344849,0.9983287453651428
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",0.00931328535079956,0.9431183934211731,0.18132181465625763
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",0.9922401905059814,0.861083447933197,0.9826914668083191
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",0.9922401905059814,0.9300060272216797,0.984120786190033
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",0.9916322827339172,0.9628962874412537,0.9879015684127808
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",0.9919324517250061,0.9091640114784241,0.9983552098274231
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",0.008568763732910156,0.9189330339431763,0.09483084082603455
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",0.9912762641906738,0.8645293712615967,0.9425880908966064
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",0.9922858476638794,0.9490435123443604,0.990791916847229
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",0.9921795129776001,0.8395956158638,0.8980318307876587
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",0.9911381602287292,0.8755084276199341,0.8671143054962158
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",0.9918786287307739,0.9062775373458862,0.9290383458137512
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",0.9921831488609314,0.9324848055839539,0.9928293824195862
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",0.9922735095024109,0.9491130113601685,0.9964344501495361
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",0.9920126795768738,0.8066128492355347,0.8365370631217957
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",0.9921326041221619,0.9502766728401184,0.9112452268600464
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",0.9648904204368591,0.900444746017456,0.8698284029960632
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",0.9915640354156494,0.9484351277351379,0.7618244886398315
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",0.9921851754188538,0.9052584171295166,0.9856942296028137
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",0.9923027753829956,0.9730353951454163,0.9872375726699829
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0.9870217442512512,0.9090242981910706,0.7457747459411621
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",0.9891979098320007,0.9260072708129883,0.49855276942253113
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",0.9921886920928955,0.9604625701904297,0.9872029423713684
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",0.9922680258750916,0.9075437188148499,0.8835058808326721
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",0.9921897053718567,0.9780188798904419,0.9093561768531799
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",0.991622269153595,0.9210643172264099,0.9837731122970581
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",0.9919754862785339,0.9242869019508362,0.9826949238777161
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",0.9922269582748413,0.8624159693717957,0.9977713823318481
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",0.9834616184234619,0.9577908515930176,0.6464999318122864
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",0.9906777143478394,0.9330027103424072,0.016736416146159172
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",0.9922611117362976,0.982421338558197,0.9882466197013855
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",0.9922141432762146,0.9398329854011536,0.9890255331993103
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",0.992265522480011,0.9569412469863892,0.9963898062705994
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",0.9919775724411011,0.9404537677764893,0.9504770040512085
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",0.9782469868659973,0.9500983953475952,0.8142666816711426
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",0.9919992089271545,0.9257145524024963,0.30937355756759644
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",0.9921045303344727,0.845914363861084,0.017217271029949188
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",0.9922366738319397,0.9196615219116211,0.986778974533081
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",0.9917111396789551,0.9233319163322449,0.6609942317008972
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",0.992222249507904,0.9639115333557129,0.9882672429084778
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",0.9922776222229004,0.8789889216423035,0.8515207171440125
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0.9921169877052307,0.9067750573158264,0.9983071088790894
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",0.9922763705253601,0.9788562059402466,0.9965163469314575
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",0.9922905564308167,0.9640809297561646,0.9950172305107117
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",0.9921850562095642,0.9584558606147766,0.9729271531105042
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",0.992263674736023,0.9616922736167908,0.8926658630371094
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",0.009066224098205566,0.6989033818244934,0.0007441689958795905
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",0.9922530055046082,0.9093311429023743,0.9980508089065552
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",0.992215096950531,0.9211375713348389,0.967606246471405
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",0.008605539798736572,0.8076881766319275,0.006091372109949589
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",0.9921114444732666,0.9466606378555298,0.9719359278678894
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",0.009970605373382568,0.7105521559715271,0.003352200612425804
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",0.9909713268280029,0.8703265190124512,0.539697527885437
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",0.009142935276031494,0.8383985161781311,0.16166119277477264
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",0.9918224215507507,0.9210070967674255,0.9434887170791626
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",0.008443117141723633,0.84615159034729,0.033392731100320816
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",0.9922846555709839,0.9047830104827881,0.9938352108001709
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",0.9922573566436768,0.9333537220954895,0.9497354626655579
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",0.99227374792099,0.9296687841415405,0.980461061000824
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",0.9892022013664246,0.8397122621536255,0.9793212413787842
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",0.9922303557395935,0.9134054780006409,0.9047945141792297
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",0.9922227263450623,0.893244206905365,0.9675976037979126
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",0.9921483993530273,0.9663868546485901,0.9759220480918884
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",0.9921591281890869,0.9584865570068359,0.9980632662773132
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",0.9922522902488708,0.9410805106163025,0.9925164580345154
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",0.9922468662261963,0.9190316796302795,0.9352508187294006
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",0.99226975440979,0.8443517088890076,0.9981732368469238
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",0.9923211932182312,0.9252542853355408,0.987204909324646
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",0.9922510981559753,0.9575085639953613,0.996383547782898
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",0.9922210574150085,0.8979654312133789,0.9017118215560913
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",0.9922171831130981,0.8909022212028503,0.9983265995979309
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",0.013185977935791016,0.8636544346809387,0.006548276171088219
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",0.9916793704032898,0.9727457165718079,0.09714249521493912
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",0.9919317364692688,0.9036970138549805,0.36144280433654785
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",0.9922674298286438,0.9642451405525208,0.9964307546615601
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",0.9921441078186035,0.9487696886062622,0.9978309273719788
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",0.992268979549408,0.9673812985420227,0.9497805237770081
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",0.9921959638595581,0.865787923336029,0.9919518232345581
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",0.9919710159301758,0.5249659419059753,0.05872290953993797
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",0.992110550403595,0.7878416776657104,0.6907986998558044
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",0.04043382406234741,0.8818063735961914,0.7119659781455994
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",0.9922705888748169,0.8210107684135437,0.9440056681632996
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",0.9921892881393433,0.9558382034301758,0.8800567984580994
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",0.992159366607666,0.9023362994194031,0.9523890018463135
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",0.9922577738761902,0.9466054439544678,0.9965507984161377
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",0.992197573184967,0.9146644473075867,0.7245069146156311
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",0.9910592436790466,0.9551007747650146,0.9854604601860046
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",0.9921826720237732,0.970072865486145,0.9586908221244812
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",0.9922717809677124,0.9476093053817749,0.9967859983444214
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",0.017187416553497314,0.9700528979301453,0.627571702003479
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",0.008666574954986572,0.8554619550704956,0.18008053302764893
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",0.9888249039649963,0.7259745597839355,0.02469831332564354
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",0.9922720193862915,0.8705703616142273,0.9909831285476685
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",0.9861017465591431,0.8809710144996643,0.4762192666530609
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",0.9922705888748169,0.9356045722961426,0.9205024838447571
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",0.009247899055480957,0.8117299675941467,0.005483969114720821
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",0.9919918179512024,0.9097748398780823,0.19314797222614288
